campaignid,reportdate,campaignname,campaignstatus,campaignbudget,campaignbudgettype,biddingstrategy,impressions,clicks,cost,attributedconversions14d,attributedsales14d,attributedsales14dsamesku,attributedunitsordered14d,week_start,year_month
286310893459397,2025-07-02,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1747,6,29.83,0,0.0,0.0,0,2025-06-30,2025-07
286310893459397,2025-07-03,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1374,10,40.02,4,93.85,93.85,4,2025-06-30,2025-07
286310893459397,2025-07-04,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1316,5,16.81,1,29.88,29.88,1,2025-06-30,2025-07
286310893459397,2025-07-05,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1086,9,34.14,1,20.04,20.04,1,2025-06-30,2025-07
286310893459397,2025-07-06,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,2356,5,27.02,2,40.08,40.08,2,2025-06-30,2025-07
286310893459397,2025-07-07,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,2197,9,39.18,3,71.0,71.0,5,2025-07-07,2025-07
286310893459397,2025-07-08,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,4532,20,102.15,7,140.14,140.14,11,2025-07-07,2025-07
286310893459397,2025-07-09,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,4852,14,34.81,8,145.45,124.22,9,2025-07-07,2025-07
286310893459397,2025-07-10,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,2941,13,39.2,5,109.89,109.89,6,2025-07-07,2025-07
286310893459397,2025-07-11,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,3397,17,67.23,7,100.33,100.33,7,2025-07-07,2025-07
286310893459397,2025-07-12,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,2075,15,54.22,1,20.04,20.04,1,2025-07-07,2025-07
286310893459397,2025-07-13,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,2725,13,54.94,0,0.0,0.0,0,2025-07-07,2025-07
286310893459397,2025-07-14,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1611,7,35.03,2,40.08,40.08,2,2025-07-14,2025-07
286310893459397,2025-07-15,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1927,15,77.84,1,20.04,20.04,1,2025-07-14,2025-07
286310893459397,2025-07-16,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,2682,10,38.3,0,0.0,0.0,0,2025-07-14,2025-07
286310893459397,2025-07-17,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,2048,6,23.9,1,32.99,32.99,1,2025-07-14,2025-07
286310893459397,2025-07-18,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1629,5,17.99,0,0.0,0.0,0,2025-07-14,2025-07
286310893459397,2025-07-19,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1777,15,55.94,1,24.99,24.99,1,2025-07-14,2025-07
286310893459397,2025-07-20,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1904,7,24.68,1,32.65,32.65,1,2025-07-14,2025-07
286310893459397,2025-07-21,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1602,3,9.65,1,32.65,32.65,1,2025-07-21,2025-07
286310893459397,2025-07-22,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1506,6,19.22,0,0.0,0.0,0,2025-07-21,2025-07
286310893459397,2025-07-23,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1922,7,22.06,0,0.0,0.0,0,2025-07-21,2025-07
286310893459397,2025-07-24,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1842,6,19.34,1,24.99,24.99,1,2025-07-21,2025-07
286310893459397,2025-07-25,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1453,6,19.84,1,32.65,32.65,1,2025-07-21,2025-07
286310893459397,2025-07-26,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1364,3,8.59,2,49.98,49.98,2,2025-07-21,2025-07
286310893459397,2025-07-27,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,1704,4,11.81,0,0.0,0.0,0,2025-07-21,2025-07
286310893459397,2025-07-28,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,816,4,13.68,1,32.65,32.65,1,2025-07-28,2025-07
286310893459397,2025-07-29,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,75.0,DAILY_BUDGET,legacy,604,1,3.17,0,0.0,0.0,0,2025-07-28,2025-07
286310893459397,2025-07-30,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,674,4,11.14,0,0.0,0.0,0,2025-07-28,2025-07
286310893459397,2025-07-31,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,731,1,3.58,0,0.0,0.0,0,2025-07-28,2025-07
286310893459397,2025-08-01,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,605,0,0.0,0,0.0,0.0,0,2025-07-28,2025-08
286310893459397,2025-08-02,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,644,1,2.1,1,32.65,32.65,1,2025-07-28,2025-08
286310893459397,2025-08-03,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1827,5,18.62,0,0.0,0.0,0,2025-07-28,2025-08
286310893459397,2025-08-04,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,815,6,19.77,4,119.52,119.52,4,2025-08-04,2025-08
286310893459397,2025-08-05,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,817,2,6.82,0,0.0,0.0,0,2025-08-04,2025-08
286310893459397,2025-08-06,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1175,8,25.92,1,65.3,65.3,2,2025-08-04,2025-08
286310893459397,2025-08-07,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1073,3,9.3,0,0.0,0.0,0,2025-08-04,2025-08
286310893459397,2025-08-08,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,692,0,0.0,0,0.0,0.0,0,2025-08-04,2025-08
286310893459397,2025-08-09,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,669,11,47.78,1,65.3,65.3,2,2025-08-04,2025-08
286310893459397,2025-08-10,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,693,2,9.66,0,0.0,0.0,0,2025-08-04,2025-08
286310893459397,2025-08-11,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,729,5,20.17,1,32.65,32.65,1,2025-08-11,2025-08
286310893459397,2025-08-12,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,694,5,20.67,0,0.0,0.0,0,2025-08-11,2025-08
286310893459397,2025-08-13,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,998,7,31.78,0,0.0,0.0,0,2025-08-11,2025-08
286310893459397,2025-08-14,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1203,3,13.49,0,0.0,0.0,0,2025-08-11,2025-08
286310893459397,2025-08-15,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,848,5,14.88,2,69.96,69.96,2,2025-08-11,2025-08
286310893459397,2025-08-16,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,999,9,38.35,2,69.96,69.96,2,2025-08-11,2025-08
286310893459397,2025-08-17,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1248,4,17.18,0,0.0,0.0,0,2025-08-11,2025-08
286310893459397,2025-08-18,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,944,2,8.64,0,0.0,0.0,0,2025-08-18,2025-08
286310893459397,2025-08-19,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1301,9,35.17,1,30.32,30.32,1,2025-08-18,2025-08
286310893459397,2025-08-20,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1025,2,8.63,0,0.0,0.0,0,2025-08-18,2025-08
286310893459397,2025-08-21,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,927,3,13.7,0,0.0,0.0,0,2025-08-18,2025-08
286310893459397,2025-08-22,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1363,5,21.12,1,30.25,30.25,1,2025-08-18,2025-08
286310893459397,2025-08-23,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1084,2,7.21,0,0.0,0.0,0,2025-08-18,2025-08
286310893459397,2025-08-24,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1074,5,20.64,0,0.0,0.0,0,2025-08-18,2025-08
286310893459397,2025-08-25,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,924,6,30.61,0,0.0,0.0,0,2025-08-25,2025-08
286310893459397,2025-08-26,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1116,7,38.6,1,34.98,34.98,1,2025-08-25,2025-08
286310893459397,2025-08-27,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,946,4,22.21,0,0.0,0.0,0,2025-08-25,2025-08
286310893459397,2025-08-28,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,892,6,28.85,0,0.0,0.0,0,2025-08-25,2025-08
286310893459397,2025-08-29,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,955,4,22.69,1,34.98,34.98,1,2025-08-25,2025-08
286310893459397,2025-08-30,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1263,7,36.71,3,97.44,97.44,3,2025-08-25,2025-08
286310893459397,2025-08-31,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1070,7,43.08,0,0.0,0.0,0,2025-08-25,2025-08
286310893459397,2025-09-01,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1553,6,34.97,1,30.62,30.62,1,2025-09-01,2025-09
286310893459397,2025-09-02,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1529,7,35.77,3,97.44,97.44,3,2025-09-01,2025-09
286310893459397,2025-09-03,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1463,10,50.57,0,0.0,0.0,0,2025-09-01,2025-09
286310893459397,2025-09-04,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1612,8,52.38,1,34.98,34.98,1,2025-09-01,2025-09
286310893459397,2025-09-05,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1089,3,17.16,0,0.0,0.0,0,2025-09-01,2025-09
286310893459397,2025-09-06,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1580,6,47.87,1,32.99,32.99,1,2025-09-01,2025-09
286310893459397,2025-09-07,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,2354,18,106.74,0,0.0,0.0,0,2025-09-01,2025-09
286310893459397,2025-09-08,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1246,7,33.43,0,0.0,0.0,0,2025-09-08,2025-09
286310893459397,2025-09-09,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1196,3,20.1,2,65.98,65.98,2,2025-09-08,2025-09
286310893459397,2025-09-10,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,2207,8,40.45,0,0.0,0.0,0,2025-09-08,2025-09
286310893459397,2025-09-11,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,2191,4,27.63,1,27.99,27.99,1,2025-09-08,2025-09
286310893459397,2025-09-12,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,2047,11,64.48,0,0.0,0.0,0,2025-09-08,2025-09
286310893459397,2025-09-13,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1614,4,17.26,0,0.0,0.0,0,2025-09-08,2025-09
286310893459397,2025-09-14,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,2310,19,81.43,0,0.0,0.0,0,2025-09-08,2025-09
286310893459397,2025-09-15,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,2005,12,52.26,1,20.04,20.04,1,2025-09-15,2025-09
286310893459397,2025-09-16,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,2755,13,52.82,2,103.98,103.98,4,2025-09-15,2025-09
286310893459397,2025-09-17,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,6328,31,116.01,3,76.0,76.0,3,2025-09-15,2025-09
286310893459397,2025-09-18,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,4030,21,86.35,9,205.11,205.11,10,2025-09-15,2025-09
286310893459397,2025-09-19,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,4982,20,84.83,2,41.65,41.65,2,2025-09-15,2025-09
286310893459397,2025-09-20,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,5106,20,105.67,1,21.61,21.61,1,2025-09-15,2025-09
286310893459397,2025-09-21,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,4445,22,123.38,0,0.0,0.0,0,2025-09-15,2025-09
286310893459397,2025-09-22,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,2241,10,46.29,2,41.65,41.65,2,2025-09-22,2025-09
286310893459397,2025-09-23,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,1304,5,24.9,2,41.65,41.65,2,2025-09-22,2025-09
286310893459397,2025-09-24,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,0,0,0.0,0,0.0,0.0,0,2025-09-22,2025-09
286310893459397,2025-09-25,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,0,0,0.0,0,0.0,0.0,0,2025-09-22,2025-09
286310893459397,2025-09-26,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,0,0,0.0,0,0.0,0.0,0,2025-09-22,2025-09
286310893459397,2025-09-29,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,0,0,0.0,0,0.0,0.0,0,2025-09-29,2025-09
286310893459397,2025-09-30,CG_CO_ROAR_PAT - Perpetua - SP - Default Pat - oe20qcux,f,100.0,DAILY_BUDGET,legacy,0,0,0.0,0,0.0,0.0,0,2025-09-29,2025-09
286846120322616,2025-01-01,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,8635,40,138.84,9,234.25,164.88,18,2024-12-30,2025-01
286846120322616,2025-01-02,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,18304,46,312.2,9,239.0,239.0,10,2024-12-30,2025-01
286846120322616,2025-01-03,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,10918,38,175.47,3,69.29,47.8,3,2024-12-30,2025-01
286846120322616,2025-01-04,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,10890,50,184.4,18,525.71,362.06,28,2024-12-30,2025-01
286846120322616,2025-01-05,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,31940,77,312.97,18,567.54,433.78,24,2024-12-30,2025-01
286846120322616,2025-01-06,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,10185,50,150.38,16,387.14,266.48,16,2025-01-06,2025-01
286846120322616,2025-01-07,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,8363,54,179.43,19,542.46,286.8,22,2025-01-06,2025-01
286846120322616,2025-01-08,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,8560,55,178.06,12,450.43,358.48,18,2025-01-06,2025-01
286846120322616,2025-01-09,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,3951,28,77.21,10,277.2,247.32,10,2025-01-06,2025-01
286846120322616,2025-01-10,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,6211,32,114.5,8,197.52,130.2,11,2025-01-06,2025-01
286846120322616,2025-01-11,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,5827,52,304.07,13,394.92,305.28,15,2025-01-06,2025-01
286846120322616,2025-01-12,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,8070,37,120.49,13,403.1,329.76,21,2025-01-06,2025-01
286846120322616,2025-01-13,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,6124,38,233.72,16,463.32,403.56,17,2025-01-13,2025-01
286846120322616,2025-01-14,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,8915,42,245.58,5,194.76,164.88,7,2025-01-13,2025-01
286846120322616,2025-01-15,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,6207,35,127.02,14,439.44,379.68,16,2025-01-13,2025-01
286846120322616,2025-01-16,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,6496,50,125.19,24,843.6,604.56,30,2025-01-13,2025-01
286846120322616,2025-01-17,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,3785,15,78.09,5,139.8,109.92,5,2025-01-13,2025-01
286846120322616,2025-01-18,Original Lemon - PAT Custom - Perpetua - SP - Default Pat - l035y1gi,f,250.0,DAILY_BUDGET,legacy,5907,35,168.43,6,176.88,176.88,6,2025-01-13,2025-01
